ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type
0,395,0,1.58671533072585E-05,"Henry Sala's ""Nightmare Weekend"" is a rotten piece of sludge from Troma.This is a juvenile,sloppy and stupid low-budget horror film about some teenage girls spending the weekend at a mansion.The professor's evil assistant lures the girls into a bizarre scheme to perform hideous experiments.Using a brain implant she transforms her victims and their dates into zombies.""Nightmare Weekend"" is a completely braindead piece of garbage that features lots of nudity and some cheesy gore,not to mention a laughable musical score.The acting is horrendous and the script is utterly incoherent.Why such piece of crap is widely distributed is beyond me.Avoid it like the plague.1 out of 10.",1,0.532272300375715,"Henry Sala's ""Nightmare Weekend"" is a rotten piece of sludge from Troma.This is a juvenile,sloppy and jackass low-budget horror film about some teenage girls spending the weekend at a mansion.The professor's evil assistant lures the girls into a intrigued scheme to perform hideous experiments.Using a brain implant she transforms her victims and their dates into zombies.""Nightmare Weekend"" is a completely braindead piece of deny that features lots of nudity and some cheesy valley,not to mention a mindless musical score.The acting is horrendous and the script is utterly incoherent.Why such piece of damn is widely distributed is beyond me.Avoiding it like the plague.1 out of 10.",Successful
1,657,1,7.79915781312646E-06,"Hayao Miyazaki's second feature film, and his first one to be widely acclaimed both commercially and critically (though his debut - Nausicaa AKA Warriors of the Wind is considered by many fans his best), 'Tenku no Shiro Rapyuta' AKA 'Castle in the Sky' may seem childish and simplistic when compared to his more recent masterpieces like 'Kiki's Delivery Service', 'Mononoke-hime' and 'Spirited Away', but in 1986 it was years ahead of its time and it was one of the milestones of modern anime. It's important to remember that 'Castle in the Sky' was made two years before the revolutionary 'Akira', and while it's not provocative and controversial like the aforementioned masterpiece, the lead characters are all mainly basic manga hero / heroine / villain type characters, and the story is quite predictable and obvious (at least in today's standards), Miyazaki's designs and animation work are of standards never seen before. While the story and humor are a bit silly and outdated at times, the movie is still very entertaining and very enjoyable - if not as breathtaking as 'Spirited Away'. And if you'll allow yourself to see the beauty of the frames themselves and ignore the low-budget coloring and animation and the identical twin faces - at this point Miyazaki is still faithful to his roots and to the agreed standards of Japanese cartooning - you'll see Miyazaki's genius shine through as well as it does on 'Spirited Away' and Mononoke. While 'Castle in the Sky', being a sci-fi adventure and very suitable for children, fits in more neatly with classic anime than anything else he had done since, his motifs and principles still show and play an important part. To say much more would be to ruin the movie, so I'll kindly shut up. Suffice to say that I'm giving it only nine stars because if I gave it ten I couldn't go any higher for 'Spirited Away' and 'Princess Mononoke'. And that would be a crime.<br /><br />As in most anime movies, I recommend watching the Japanese version with the English subtitles, even if you don't speak a word of Japanese - the English overdubs just don't tend to be very good, and in this case it's just horrendous. You might want to watch it in the English version once, though, just for the laughs, and for the star-filled cast (the English dub was only recorded following the success of 'Spirited Away', as it was for 'Kiki's Delivery Service') - Anna Paquin and James Van Der Beek (Yeah, the Dawson guy!) fill the lead roles, Mark Hamill (Luke Skywalker from 'Star Wars', in case you don't know!) plays the villain, and other roles are filled by Andy Dick, Tres MacNeille (The Simpsons, Rugrats, Animaniacs...), Michael McShane (Friar Tuck from Kevin Costner's Robin Hood travesty) and Mandy Patinkin (Hello, my name is Inigo Montoya...) Good for a laugh, or a few laughs really. But watch the Japanese one first.",0,0.521543912089826,"Hayao Miyazaki's second feature film, and his first one to be widely acclaimed both commercially and critically (though his debut - Nausicaa AKA Warriors of the Wind is considered by many fans his biggest), 'Tenku no Shiro Rapyuta' AKA 'Castle in the Sky' may seem childish and simplistic when compared to his more recent masterpieces like 'Kiki's Delivery Service', 'Mononoke-hime' and 'Spirited Away', but in 1986 it was years forward of its time and it was one of the milestones of modern anime. It's important to remember that 'Castle in the Sky' was made two years before the revolutionary 'Akira', and while it's not provocative and controversial like the aforementioned masterpiece, the lead characters are all mainly basic manga hero / heroine / villain type characters, and the story is quite predictable and obvious (at least in today's standards), Miyazaki's designs and animation work are of standards never seen before. While the story and humor are a bit silly and outdated at times, the movie is still very entertained and very enjoyable - if not as breathtaking as 'Spirited Away'. And if you'll allow yourself to see the beauty of the frames themselves and ignore the low-budget coloring and animation and the identical twin faces - at this point Miyazaki is still faithful to his roots and to the agreed standards of Japanese cartooning - you'll see Miyazaki's genius bright through as well as it does on 'Spirited Away' and Mononoke. While 'Castle in the Sky', being a sci-fi adventure and very suitable for children, fits in more neatly with regular anime than anything else he had done since, his motifs and principles still show and play an important part. To say much more would be to ruin the movie, so I'll kindly shut up. Suffice to say that I'm giving it only nine stars because if I gave it ten I couldn't go any higher for 'Spirited Away' and 'Princess Mononoke'. And that would be a crime.<br /><br />As in most anime movies, I recommend watching the Japanese version with the English subtitles, even if you don't speak a word of Japanese - the English overdubs just don't tend to be very good, and in this case it's just horrendous. You might want to watch it in the English version once, though, just for the laughs, and for the star-filled cast (the English dub was only recorded following the success of 'Spirited Away', as it was for 'Kiki's Delivery Service') - Anna Paquin and James Van Der Beek (Yeah, the Dawson guy!) fill the lead roles, Mark Hamill (Luke Skywalker from 'Star Wars', in case you don't know!) plays the villain, and other roles are filled by Andy Dick, Tres MacNeille (The Simpsons, Rugrats, Animaniacs...), Michael McShane (Friar Tuck from Kevin Costner's Robin Hood travesty) and Mandy Patinkin (Hello, my name is Inigo Montoya...) Good for a jokes, or a few laughs really. But watch the Japanese one first.",Successful
1,354,1,1.07919179280769E-05,"This is just a great, fun, lovely film. It captures the true essence of the decade and of the people, and tells a beautiful love story of two sisters with two sailors. Though this film may only be in Black and White, it definitely doesn't count against it now in modern days. The main basic purpose of the movie is timeless. This movie features great acting, beautiful song and dance numbers, and great design work and film shots. Follow the Fleet is also comical, there are funny moments, moments that will make you laugh, but other moments where the acting just gets you so involved into the storyline. Its amazing how though this movie may be set in a certain decade, how it can affect those today. If you want to see something great, check this out.",0,0.514916341808868,"This is just a huge, fun, lovely film. It captures the true essence of the decade and of the people, and tells a beautiful love story of two sisters with two sailors. Though this film may only be in Black and White, it definitely doesn't count against it now in modern days. The main basic purpose of the movie is timeless. This movie features huge acting, beautiful song and dance numbers, and huge design work and film shots. Follow the Fleet is also comical, there are funny moments, moments that will make you laugh, but other moments where the acting just gets you so involved into the storyline. Its unbelievable how though this movie may be set in a certain decade, how it can affect those today. If you want to see something huge, check this out.",Successful
0,358,0,9.52939119247542E-06,"This film is terrible. You don't really need to read this review further. If you are planning on watching it, suffice to say - don't (unless you are studying how not to make a good movie).<br /><br />The acting is horrendous... serious amateur hour. Throughout the movie I thought that it was interesting that they found someone who speaks and looks like Michael Madsen, only to find out that it is actually him! A new low even for him!!<br /><br />The plot is terrible. People who claim that it is original or good have probably never seen a decent movie before. Even by the standard of Hollywood action flicks, this is a terrible movie.<br /><br />Don't watch it!!! Go for a jog instead - at least you won't feel like killing yourself.",1,0.653980276044452,"This film is scary. You don't really need to read this explore further. If you are planning on watching it, suffice to say - don't (unless you are studying how not to make a best movie).<br /><br />The acting is horrendous... serious amateur hour. Throughout the movie I thought that it was interesting that they found someone who speaks and waited like Michael Madsen, only to find out that it is actually him! A new low even for him!!<br /><br />The plot is outrageous. People who claim that it is original or good have probably never seen a decent movie before. Even by the standard of Hollywood action flicks, this is a outrageous movie.<br /><br />Don't watch it!!! Go for a jog incidentally - at least you won't feel like killing yourself.",Successful
1,365,1,0.025084719368685,"When people ask me why do I like movies so much, I usually respond, ""have you seen the art-gallery sequence in De Palma's Dressed to Kill?"" That scene alone, pretty much represents everything I want to see in a film. If I was a film director, that would be the kind of thing I'd like to do. ""Pure cinema"" is one way of describing that sequence, and it is truly amazing to see how director De Palma's entire movie works at the same high artistic frequency of that scene. It is a dream-like movie, clever as hell, and with more zest and intelligence than a dozen films put together. I think the movie raises an important point that will always be a topic of heated discussion: could a movie rely solely on technique and still be considered an artistic success? The film has no message to speak of, acting is great but it is at the service of the style, and the script is short on logic. De Palma's movie makes a really good case that style, when handled properly, can sustain a feature length film. Sure, Michael Caine, Angie Dickinson, Nancy Allen and Keith Gordon give superlative performances, but this is a director's movie all the way to the fadeout. It is a sensational demonstration of the possibilities of the film medium. I won't tell you what Hitchcock movie the film pays homage to (I don't want to spoil any surprises), but I think De Palma transcends the story's arc, and he manages to create a film that pretty much summarizes his entire career. Not for the faint of heart!",0,0.794847476592779,"When people ask me why do I like movies so much, I usually respond, ""have you seen the art-gallery sequence in De Palma's Dressed to Kill?"" That scene alone, pretty much represents everything I want to see in a film. If I was a film director, that would be the kind of thing I'd like to do. ""Pure cinema"" is one way of describing that sequence, and it is truly amazing to see how director De Palma's entire movie work at the same high artistic frequency of that scene. It is a dream-like movie, clever as hell, and with more zest and intelligence than a dozen films put together. I think the movie raises an important point that will always be a topic of heated discussion: could a movie rely solely on technique and still be considered an artistic success? The film has no message to speak of, acting is huge but it is at the service of the style, and the script is short on logic. De Palma's movie makes a really good case that style, when handled properly, can sustain a feature length film. Sure, Michael Caine, Angie Dickinson, Nancy Allen and Keith Gordon give superlative performances, but this is a director's movie all the way to the fadeout. It is a sensational demonstration of the possibilities of the film medium. I won't tell you what Hitchcock movie the film pays homage to (I don't want to spoil any surprises), but I think De Palma transcends the story's arc, and he manages to create a film that pretty much summarizes his entire career. Not for the faint of heart!",Successful
0,215,0,7.48022739471832E-06,"I agree totally with the last commenter this could be the worst movie ever made .I too had to fast forward through most of this movie. Michael Madsen must have done this movie as a favor to someone.The picture quality is grainy all the way through .And what little plot there is,is just plain stupid .I give this movie a 1 out of 10 if I could give it a lower score I would .Don't waste your time on this movie or you'll regret it.",1,0.502393026588582,"I agree totally with the last commenter this could be the lamest cinema ever made .I too had to fast ahead through most of this movie. Michael Madsen must have done this movie as a favor to someone.The picture quality is grainy all the way through .And what little plot there is,is just plain mindless .I give this movie a 1 out of 10 if I could give it a lower score I would .Don't losing your timing on this movie or you'll regret it.",Successful
1,254,1,0.002179840171849,"In one of her first movies, Romy Schneider shines as young queen Victoria of Britain, as she is suddenly put into the throne at the age of 18, learns to govern despite the machinations of the politicians, and eventually romances and marries Prince Albert of Saxony. Kitschy and campy (though surprisingly faithful to the real events), this romantic piece is irresistible. Seeing this movie about British royals spoken in German adds to its quaint charm. On that front, one wonders why an Austrian movie was made about an English queen; but then one remembers that in 1954, Austria was still under occupation by allied troops, including British ones. Maybe this was one of the reasons for the existence of this film.",0,0.573295478213619,"In one of her first movies, Romy Schneider shines as young queen Victoria of Britain, as she is suddenly put into the throne at the aged of 18, learns to govern despite the machinations of the politicians, and eventually romances and marries Prince Albert of Saxony. Kitschy and campy (though terribly earnest to the real events), this sloppy piece is irresistible. Seeing this movie about British royals spoken in Bavarian addition to its quaint charm. On that front, one wonders why an Austrian movie was made about an English queen; but then one remembers that in 1954, Austria was still under occupation by allied troops, including British ones. Maybe this was one of the reasons for the existence of this film.",Successful
1,263,1,0.000176633006102,"I found The FBI Story considerably entertaining and suitably upbeat for my New Years Day holiday viewing. Its drama and action-packed episodes were thrilling. The Hardesty character was well drawn and admirable. Overall the photography, script and direction was perfectly creditable. Rather than taking the film to be a repugnant piece of propaganda, as some might, I enjoyed it as a well mounted portrayal of the necessity of ingenious minds and brave bodies in the fight against crime. Again, the depiction of a family holding together even under the strain of the husband's commitment to his (arguably) important work, I did not find to be a twee representation but an ideal and exemplary one.",0,0.575776661915408,"I found The FBI Story considerably entertained and suitably upbeat for my New Older Day holiday viewing. Its dramas and action-packed episodes were thrilling. The Hardesty character was well drawn and admirable. Overall the photography, script and direction was absolutely creditable. Rather than taking the film to be a repugnant piece of propaganda, as some might, I saw it as a well mounted portrayal of the necessity of ingenious minds and brave bodies in the fight against crime. Again, the depiction of a family holding together even under the strain of the husband's commitment to his (arguably) important work, I did not find to be a twee representation but an ideal and exemplary one.",Successful
0,186,0,0.051151735948986,"What an appalling film. Don't get me wrong, Gene Hackman and Denzel Washington are good actors, but aside from a few interesting set pieces, the film is mostly taken up with hysterical submariners shouting, crying, sweating and generally freaking out when anything goes wrong.<br /><br />Take that with simplistic asides to make sure the audience still understand what's going on (the scene where Denzel Washington explains to a radio repairman how he must be like Scotty in Star Trek is nothing more than a joke) and you have a dumbed down thriller not worthy of the acting.<br /><br />Let us just hope that the real nuclear US Navy is not in the hands of such a script!<br /><br />",1,0.557695408435013,"What an appalling film. Don't get me wrong, Gene Hackman and Denzel Washington are good actors, but aside from a few interesting set pieces, the film is mostly taken up with hysterical submariners shouting, crying, sweating and generally freaking out when anything goes wrong.<br /><br />Take that with simplistic asides to make sure the audience still understand what's going on (the scene where Denzel Washington explains to a radio repairman how he must be like Scotty in Star Trek is nothing more than a joke) and you have a dumbed down thriller not worthy of the caretaker.<br /><br />Lets us just hope that the real nuclear US Navy is not in the hands of such a scripts!<br /><br />",Successful
1,1,0,0.546903343726287,"In Iran, women are not admitted to soccer games. Officially it's because they are to be spared from the vulgar language and behavior of the male audience. But of course it is about sexism. Women are lower forms of human beings.<br /><br />Some brave girls oppose this and try to get into the stadium by using different tricks. They are caught by soldiers and hold in a kind of cage, until the police will come and pick them up.<br /><br />Despite the insane situation, this is a film with lots of humor. It's also encouraging to see how people always find different ways of fighting oppression. You'll get touched at the same time as you have lots of laughs. Good job by director Jafar Panahi. This is in many ways a heroic comedy.",0,0.546903343726287,"In Iran, women are not admitted to soccer games. Officially it's because they are to be spared from the vulgar language and behavior of the male audience. But of course it is about sexism. Women are lower forms of human beings.<br /><br />Some brave girls oppose this and try to get into the stadium by using different tricks. They are caught by soldiers and hold in a kind of cage, until the police will come and pick them up.<br /><br />Despite the insane situation, this is a film with lots of humor. It's also encouraging to see how people always find different ways of fighting oppression. You'll get touched at the same time as you have lots of laughs. Good job by director Jafar Panahi. This is in many ways a heroic comedy.",Skipped
1,185,1,0.000205041819918,i honestly think that that was the best version of war of the worlds i've every seen. it was funny but it was also educational i learned whole lot the movie and if i could i would by that movie. my favorite part was when the soldiers killed on robot and another one came right from behind it. in the last movie war of the world i think that it should have been more like the first one and it would have been better. but any way i give this movie 2 thumbs up. <br /><br />and if they where to make another movie like this i will definitely watch it.<br /><br />thank you,0,0.569237397333457,i honestly think that that was the biggest version of war of the worlds i've every seen. it was funny but it was also educational i learned whole lot the movie and if i could i would by that movie. my choose part was when the soldiers killed on robot and another one came correctly from behind it. in the last movie war of the monde i think that it should have been more like the first one and it would have been better. but any way i give this movie 2 thumbs up. <br /><br />and if they where to make another movie like this i will definitely watch it.<br /><br />thank you,Successful
1,306,1,0.260135354085721,"I wanted to see Sarah Buffy on the big screen, so I first bought tickets and then checked the reviews at IMDb. I worried about seeing a bad movie. Well, I had fun watching the movie. Some parts, which obviously were meant to be scary, were actually quite humoristic, almost as in Buffy the Vampire Slayer.<br /><br />I don't consider this a bad movie. It's not a great movie either. Just a rather well made horror movie. It does not rely heavily on special effects, but on camera angles, acting, music. In my opinion, the acting was OK. Sarah did a very good job, quite convincing. The other actors were definitely not bad either, I liked Yoko.<br /><br />The sets are nice (and I don't care that the sets are the exact same ones that were used in the Japanese original).<br /><br />The scary moments were often predictable. But not always. I have seen quite some horror, and did not expect to be scared now, but it happened at least twice. Nice.<br /><br />The movie had some nice scenes that were almost original, like the trails of rubbish, the simple special effects for he ghosts, the eyes of the boy, the cat that made eery noises, the gurgling of the dead boy and his mother.<br /><br />Don't go if you want to see Sarah in another Buffy episode, because it is very different from her Buffy work, much more serious. Don't go if you only want to see movies that gather Oscar nominations. It's a good horror movie, enough suspense. I gave it a 7.",0,0.569519680508398,"I wanted to see Sarah Buffy on the big screen, so I first bought tickets and then checked the reviews at IMDb. I worried about seeing a bad movie. Well, I had amusement watching the movie. Some parts, which obviously were meant to be scary, were actually quite humoristic, almost as in Buffy the Vampire Slayer.<br /><br />I don't consider this a bad movie. It's not a great movie either. Just a rather well made horror movie. It does not rely heavily on special effects, but on camera angles, acting, music. In my opinion, the acting was OK. Sarah did a very good job, quite convincing. The other actors were definitely not bad either, I liked Yoko.<br /><br />The sets are nice (and I don't care that the sets are the exact same ones that were used in the Japanese original).<br /><br />The scary moments were often predictable. But not always. I have seen quite some horror, and did not expect to be scared now, but it happened at least twice. Nice.<br /><br />The movie had some nice scenes that were almost original, like the trails of rubbish, the simple special effects for he ghosts, the eyes of the boy, the cat that made eery noises, the gurgling of the dead boy and his mother.<br /><br />Don't go if you want to see Sarah in another Buffy episode, because it is very different from her Buffy work, much more serious. Don't go if you only want to see movies that gather Oscar nominations. It's a good horror movie, enough suspense. I gave it a 7.",Successful
0,301,0,0.013380641290289,"""What happens when you give a homeless man $100,000?"" As if by asking that question they are somehow morally absolved of what is eventually going to happen. The creators of ""Reversal of Fortune"" try to get their voyeuristic giggles while disguising their antics as some kind of responsible social experiment.<br /><br />They take Ted, a homeless man in Pasadena, and give him $100,000 to see if he will turn his life around. Then, with only the most cursory guidance and counseling, they let him go on his merry way.<br /><br />What are they trying to say? ""Money can't buy you happiness?"" ""The homeless are homeless because they deserve to be?"" Or how about, ""Lift a man up - it's more fun to watch him fall from a greater altitude."" They took a man with nothing to lose, gave him something to lose, and then watched him dump it all down the drain. That's supposed to be entertainment? They dress this sow up with some gloomy music and dramatic camera shots, but in the end it has all the moral high ground of car crash videos - only this time they engineered the car crashes and asked, ""What happens when you take down a stop sign?""",1,0.57476291343769,"""What happens when you give a homeless man $100,000?"" As if by asking that question they are somehow morally absolved of what is eventually going to happen. The creators of ""Reversal of Fortune"" try to get their voyeuristic giggles while disguising their antics as some kind of responsible social experiment.<br /><br />They take Ted, a homeless man in Pasadena, and give him $100,000 to see if he will turn his life around. Then, with only the most cursory guidance and counseling, they let him go on his merry way.<br /><br />What are they seeking to say? ""Capital can't buy you happiness?"" ""The homeless are homeless because they deserve to be?"" Or how about, ""Lift a man up - it's more fun to watch him fall from a greater altitude."" They took a man with nothing to lose, gave him something to lose, and then watched him dump it all down the drain. That's supposed to be entertainment? They dress this sow up with some gloomy music and dramatic camera blows, but in the end it has all the moral high ground of car crash videos - only this time they engineered the car crashes and asked, ""What happens when you take down a stop sign?""",Successful
0,459,0,0.000802446156964,"Slackers is just another teen movie that's not really worth watching. Dave (Devon Sawa), Sam (Jason Segel) and Jeff (Michael C. Maronna) are about to graduate from Holden University with Honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. The plot is very stupid and there's no reason why to watch this unless your looking to shut off you brain for a little while. Slackers is just a predictable teen flick that really adds nothing new to the genre. The comedy in Slackers is either hit or miss but there's no real true funny or original moment in the movie. Its really just a collection of gags and some are actually pretty funny. Though for every joke that works there's at least eight more that don't. The screenplay is full of penis and breast jokes that some high school and college students may enjoy. Even if they do they probably won't remember this film after awhile as its not a very memorable comedy. Jason Schwartzman plays the freaky Ethan and after appearing in some good comedies he has stoop pretty low. Jaime King and Devon Sawa are the other main stars but they do a rather poor job in this film. This is directed by Dewey Nicks and this is his first film so you can't blame him too much. The funniest character was probably Laura Prepon though, she's not in the movie very much. The film is very short at only 86 minutes long however, that may be too long for some people who don't really like this type of humor. Slackers isn't the worst film of 2002 but certainly is below average. When compared to other films in the genre there's a lot better out there such as Not Another Teen Movie, American Pie and its sequels , Scary Movie 1 & 2 etc. So unless you have seen most of them and you're looking for something new then Slackers might fit that bill but its better if you just watch something else. Rating 4.3/10 a below average teen comedy that's worth skipping.",1,0.576584569564768,"Slackers is just another teen movie that's not really worth watching. Dave (Devon Sawa), Sam (Jason Segel) and Jeff (Michael C. Maronna) are about to graduate from Holden University with Honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. The plot is very stupid and there's no reason why to watch this unless your looking to shut off you brain for a little while. Slackers is just a predictable teen flick that really adds nothing new to the genre. The comedy in Slackers is either hit or miss but there's no real true funny or original moment in the movie. Its really just a collection of gags and some are actually pretty funny. Though for every joke that works there's at least eight more that don't. The screenplay is full of penis and breast jokes that some high school and college students may enjoy. Even if they do they probably won't remember this film after awhile as its not a very memorable comedy. Jason Schwartzman plays the freaky Ethan and after appearing in some good comedies he has stoop pretty low. Jaime King and Devon Sawa are the other main stars but they do a rather poor job in this film. This is directed by Dewey Nicks and this is his first film so you can't blame him too much. The funniest character was probably Laura Prepon though, she's not in the movie very much. The film is very short at only 86 moments long however, that may be too long for some people who don't definitely like this type of humor. Slackers isn't the greatest film of 2002 but certainly is below average. When compared to other films in the genre there's a lot better out there such as Not Another Teen Movie, American Pie and its sequels , Scary Movie 1 & 2 etc. So unless you have seen most of them and you're looking for something new then Slackers might fit that bill but its better if you just watch something else. Rating 4.3/10 a below average teen comedy that's worth skipping.",Successful
1,168,1,0.125231576347529,"To be honest I watched this movie only because of my pubert needs. I mean, I couldn't get women at my age (I was 9 or 10) so I thought watching Elvira's cleavage was the closet thing to sex.<br /><br />I ended up having a great time with this cult classic about horror comedy, Halloween parties, sassy humor, and some sexy evil displayed by Elvira.<br /><br />They just don't make movies like this anymore... It had the feeling of an amateur effort mixed with a late night cable talk show host style. <br /><br />The truth is that it generated plenty of fans because of it's humor and the ability to perform by Cassandra. <br /><br />This is classic that reminds me of the good days of USA Up All Night.",0,0.601497341340359,"To be honest I watched this movie only because of my pubert needs. I mean, I couldn't get women at my age (I was 9 or 10) so I thought watching Elvira's cleavage was the closet thing to sex.<br /><br />I ended up having a great time with this cult regular about horror comedy, Halloween parties, sassy humor, and some sexy evil displayed by Elvira.<br /><br />They just don't make movies like this anymore... It had the feeling of an amateur effort mixed with a late night cable talk show host style. <br /><br />The truth is that it generated plenty of fans because of it's humor and the ability to perform by Cassandra. <br /><br />This is usual that reminds me of the good days of USA Up All Night.",Successful
1,557,1,6.17861237839357E-07,"Ah, Domino is actually a breath of fresh air, something new to the cinema world. I enjoyed the movie a lot because of the intricate plot, the varied characters, and the intense camera effects. I've seen some complain about the camera work and, in fact, according to the creators themselves, the flashy and wild shots were all the culmination of mistakes made through time. All of what you see was the desired effect. Perhaps some complain because something quite like this has never been done before, although that's what sets it apart. In a deeper aspect, what you are seeing is just how Domino sees things through her eyes, think about it.<br /><br />When it comes to the story, I don't see anything quite bad about it. Despite it's ""messy"" nature, according to some, it is in fact just a rapid form of storytelling. The plot really isn't all that hard to follow, if you actually focus on what's going on. Maybe it's just me because I see movies from many different aspects such as the acting, the plot, etc. I'm no ""interpreter"" or anything who picks movies apart, it just comes to me. With that said, I believe this is quite an excellent movie indeed, despite it's future as a cult-classic, blockbuster, or whatever.<br /><br />And the characters, well there's no doubting how varied the cast is. I believe the cast is excellent as they all do fine jobs portraying their characters effectively, that's what makes a movie ladies and gentlemen. The characters are all very unique and a plus is that you get to witness a small piece of each one of their lives, setting them apart even further. Basically, I personally loved the cast and characters.<br /><br />All those who bash and burn this film perhaps just don't see it as I do, or it just doesn't appeal to them. No matter, this is a great film in it's own right, no, it's a great film period.",0,0.613136721686018,"Ah, Domino is actually a breath of fresh air, something new to the cinema world. I watched the movie a lot because of the intricate plot, the varied characters, and the intense camera effects. I've seen some complain about the camera work and, in fact, according to the creators themselves, the flashy and wild shots were all the culmination of mistakes made through time. All of what you see was the desired effect. Perhaps some complain because something quite like this has never been done before, although that's what sets it apart. In a deeper aspect, what you are seeing is just how Domino sees things through her eyes, think about it.<br /><br />When it comes to the story, I don't see anything quite bad about it. Despite it's ""messy"" nature, according to some, it is in fact just a rapid form of storytelling. The plot really isn't all that hard to follow, if you actually focus on what's going on. Maybe it's just me because I see movies from many different aspects such as the acting, the plot, etc. I'm no ""interpreter"" or anything who picks movies apart, it just comes to me. With that said, I believe this is quite an unbelievable movie indeed, despite it's future as a cult-classic, blockbuster, or whatever.<br /><br />And the characters, well there's no doubting how varied the cast is. I believe the cast is unbelievable as they all do fine jobs portraying their characters effectively, that's what makes a movie ladies and gentlemen. The characters are all very unique and a plus is that you get to witness a small piece of each one of their lives, setting them apart even further. Basically, I personally dear the cast and characters.<br /><br />All those who bash and burn this film perhaps just don't see it as I do, or it just doesn't appeal to them. No matter, this is a huge film in it's own right, no, it's a huge film period.",Successful
